start_time,end_time,dir,label,ip,frame_len_min,frame_diff_msec
20231218_160000,20231218_160500,11,0,37.31.205.161,3000,2000
20231218_160000,20231218_160500,30,0,37.31.205.161,3000,2000
20231218_160000,20231218_160500,31,0,37.31.205.161,3000,2000
20231218_160000,20231218_160500,50,0,37.31.205.161,3000,2000
20231218_160000,20231218_160500,51,0,37.31.205.161,3000,2000
20231218_160000,20231218_160500,70,0,37.31.205.161,3000,2000
20231218_160000,20231218_160500,71,0,37.31.205.161,3000,2000
20231218_170000,20231218_170500,10,0,37.31.205.161,3000,2000
20231218_170000,20231218_170500,11,0,37.31.205.161,3000,2000
20231218_170000,20231218_170500,30,0,37.31.205.161,3000,2000
20231218_170000,20231218_170500,31,0,37.31.205.161,3000,2000
20231218_170000,20231218_170500,50,0,37.31.205.161,3000,2000
20231218_170000,20231218_170500,51,0,37.31.205.161,3000,2000
20231218_170000,20231218_170500,70,0,37.31.205.161,3000,2000
20231218_170000,20231218_170500,71,0,37.31.205.161,3000,2000
20231218_180000,20231218_180500,10,0,37.31.205.161,3000,2000
20231218_180000,20231218_180500,11,0,37.31.205.161,3000,2000
20231218_180000,20231218_180500,30,0,37.31.205.161,3000,2000
20231218_180000,20231218_180500,31,0,37.31.205.161,3000,2000
20231218_180000,20231218_180500,50,0,37.31.205.161,3000,2000
20231218_180000,20231218_180500,51,0,37.31.205.161,3000,2000
20231218_180000,20231218_180500,70,0,37.31.205.161,3000,2000
20231218_180000,20231218_180500,71,0,37.31.205.161,3000,2000
20231218_190000,20231218_190500,10,0,37.31.205.161,3000,2000
20231218_190000,20231218_190500,11,0,37.31.205.161,3000,2000
20231218_190000,20231218_190500,30,0,37.31.205.161,3000,2000
20231218_190000,20231218_190500,31,0,37.31.205.161,3000,2000
20231218_190000,20231218_190500,50,0,37.31.205.161,3000,2000
20231218_190000,20231218_190500,51,0,37.31.205.161,3000,2000
20231218_190000,20231218_190500,70,0,37.31.205.161,3000,2000
20231218_190000,20231218_190500,71,0,37.31.205.161,3000,2000
20231218_200000,20231218_205000,10,0,37.31.205.161,3000,2000
20231218_200000,20231218_205000,11,0,37.31.205.161,3000,2000
20231218_200000,20231218_205000,30,0,37.31.205.161,3000,2000
20231218_200000,20231218_205000,31,0,37.31.205.161,3000,2000
20231218_200000,20231218_205000,50,0,37.31.205.161,3000,2000
20231218_200000,20231218_205000,51,0,37.31.205.161,3000,2000
20231218_200000,20231218_205000,70,0,37.31.205.161,3000,2000
20231218_200000,20231218_205000,71,0,37.31.205.161,3000,2000
20231218_210000,20231218_210500,10,0,37.31.205.161,3000,2000
20231218_210000,20231218_210500,11,0,37.31.205.161,3000,2000
20231218_210000,20231218_210500,30,0,37.31.205.161,3000,2000
20231218_210000,20231218_210500,31,0,37.31.205.161,3000,2000
20231218_210000,20231218_210500,50,0,37.31.205.161,3000,2000
20231218_210000,20231218_210500,51,0,37.31.205.161,3000,2000
20231218_210000,20231218_210500,70,0,37.31.205.161,3000,2000
20231218_210000,20231218_210500,71,0,37.31.205.161,3000,2000
20231218_220000,20231218_220500,10,0,37.31.205.161,3000,2000
20231218_220000,20231218_220500,11,0,37.31.205.161,3000,2000
20231218_220000,20231218_220500,30,0,37.31.205.161,3000,2000
20231218_220000,20231218_220500,31,0,37.31.205.161,3000,2000
20231218_220000,20231218_220500,50,0,37.31.205.161,3000,2000
20231218_220000,20231218_220500,51,0,37.31.205.161,3000,2000
20231218_220000,20231218_220500,70,0,37.31.205.161,3000,2000
20231218_220000,20231218_220500,71,0,37.31.205.161,3000,2000
20231218_230000,20231218_230500,10,0,37.31.205.161,3000,2000
20231218_230000,20231218_230500,11,0,37.31.205.161,3000,2000
20231218_230000,20231218_230500,30,0,37.31.205.161,3000,2000
20231218_230000,20231218_230500,31,0,37.31.205.161,3000,2000
20231218_230000,20231218_230500,50,0,37.31.205.161,3000,2000
20231218_230000,20231218_230500,51,0,37.31.205.161,3000,2000
20231218_230000,20231218_230500,70,0,37.31.205.161,3000,2000
20231218_230000,20231218_230500,71,0,37.31.205.161,3000,2000
20240103_050000,20231218_110500,10,0,37.31.190.252,3000,2000
20240103_050000,20231218_110500,11,0,37.31.190.252,3000,2000
20240103_050000,20231218_110500,30,0,37.31.190.252,3000,2000
20240103_050000,20231218_110500,31,0,37.31.190.252,3000,2000
20240103_050000,20231218_110500,50,0,37.31.190.252,3000,2000
20240103_050000,20231218_110500,51,0,37.31.190.252,3000,2000
20240103_050000,20231218_110500,70,0,37.31.190.252,3000,2000
20240103_050000,20231218_110500,71,0,37.31.190.252,3000,2000
20240103_060000,20240103_060500,10,0,37.31.190.252,3000,2000
20240103_060000,20240103_060500,11,0,37.31.190.252,3000,2000
20240103_060000,20240103_060500,30,0,37.31.190.252,3000,2000
20240103_060000,20240103_060500,31,0,37.31.190.252,3000,2000
20240103_060000,20240103_060500,50,0,37.31.190.252,3000,2000
20240103_060000,20240103_060500,51,0,37.31.190.252,3000,2000
20240103_060000,20240103_060500,70,0,37.31.190.252,3000,2000
20240103_060000,20240103_060500,71,0,37.31.190.252,3000,2000
20240103_070000,20240103_070500,10,0,37.31.190.252,3000,2000
20240103_070000,20240103_070500,11,0,37.31.190.252,3000,2000
20240103_070000,20240103_070500,30,0,37.31.190.252,3000,2000
20240103_070000,20240103_070500,31,0,37.31.190.252,3000,2000
20240103_070000,20240103_070500,50,0,37.31.190.252,3000,2000
20240103_070000,20240103_070500,51,0,37.31.190.252,3000,2000
20240103_070000,20240103_070500,70,0,37.31.190.252,3000,2000
20240103_070000,20240103_070500,71,0,37.31.190.252,3000,2000
20240103_080000,20240103_080500,10,0,37.31.190.252,3000,2000
20240103_080000,20240103_080500,11,0,37.31.190.252,3000,2000
20240103_080000,20240103_080500,30,0,37.31.190.252,3000,2000
20240103_080000,20240103_080500,31,0,37.31.190.252,3000,2000
20240103_080000,20240103_080500,50,0,37.31.190.252,3000,2000
20240103_080000,20240103_080500,51,0,37.31.190.252,3000,2000
20240103_080000,20240103_080500,70,0,37.31.190.252,3000,2000
20240103_080000,20240103_080500,71,0,37.31.190.252,3000,2000
20240103_090000,20240103_090500,10,0,37.31.190.252,3000,2000
20240103_090000,20240103_090500,11,0,37.31.190.252,3000,2000
20240103_090000,20240103_090500,30,0,37.31.190.252,3000,2000
20240103_090000,20240103_090500,31,0,37.31.190.252,3000,2000
20240103_090000,20240103_090500,50,0,37.31.190.252,3000,2000
20240103_090000,20240103_090500,51,0,37.31.190.252,3000,2000
20240103_090000,20240103_090500,70,0,37.31.190.252,3000,2000
20240103_090000,20240103_090500,71,0,37.31.190.252,3000,2000
20240103_100000,20240103_105000,10,0,37.31.190.252,3000,2000
20240103_100000,20240103_105000,11,0,37.31.190.252,3000,2000
20240103_100000,20240103_105000,30,0,37.31.190.252,3000,2000
20240103_100000,20240103_105000,31,0,37.31.190.252,3000,2000
20240103_100000,20240103_105000,50,0,37.31.190.252,3000,2000
20240103_100000,20240103_105000,51,0,37.31.190.252,3000,2000
20240103_100000,20240103_105000,70,0,37.31.190.252,3000,2000
20240103_100000,20240103_105000,71,0,37.31.190.252,3000,2000
20240103_110000,20240103_110500,10,0,37.31.190.252,3000,2000
20240103_110000,20240103_110500,11,0,37.31.190.252,3000,2000
20240103_110000,20240103_110500,30,0,37.31.190.252,3000,2000
20240103_110000,20240103_110500,31,0,37.31.190.252,3000,2000
20240103_110000,20240103_110500,50,0,37.31.190.252,3000,2000
20240103_110000,20240103_110500,51,0,37.31.190.252,3000,2000
20240103_110000,20240103_110500,70,0,37.31.190.252,3000,2000
20240103_110000,20240103_110500,71,0,37.31.190.252,3000,2000
20240103_120000,20240103_120500,10,0,37.31.190.252,3000,2000
20240103_120000,20240103_120500,11,0,37.31.190.252,3000,2000
20240103_120000,20240103_120500,30,0,37.31.190.252,3000,2000
20240103_120000,20240103_120500,31,0,37.31.190.252,3000,2000
20240103_120000,20240103_120500,50,0,37.31.190.252,3000,2000
20240103_120000,20240103_120500,51,0,37.31.190.252,3000,2000
20240103_120000,20240103_120500,70,0,37.31.190.252,3000,2000
20240103_120000,20240103_120500,71,0,37.31.190.252,3000,2000
20240103_130000,20240103_130500,10,0,37.31.190.252,3000,2000
20240103_130000,20240103_130500,11,0,37.31.190.252,3000,2000
20240103_130000,20240103_130500,30,0,37.31.190.252,3000,2000
20240103_130000,20240103_130500,31,0,37.31.190.252,3000,2000
20240103_130000,20240103_130500,50,0,37.31.190.252,3000,2000
20240103_130000,20240103_130500,51,0,37.31.190.252,3000,2000
20240103_130000,20240103_130500,70,0,37.31.190.252,3000,2000
20240103_130000,20240103_130500,71,0,37.31.190.252,3000,2000
20240103_140000,20240103_140500,10,0,37.31.190.252,3000,2000
20240103_140000,20240103_140500,11,0,37.31.190.252,3000,2000
20240103_140000,20240103_140500,30,0,37.31.190.252,3000,2000
20240103_140000,20240103_140500,31,0,37.31.190.252,3000,2000
20240103_140000,20240103_140500,50,0,37.31.190.252,3000,2000
20240103_140000,20240103_140500,51,0,37.31.190.252,3000,2000
20240103_140000,20240103_140500,70,0,37.31.190.252,3000,2000
20240103_140000,20240103_140500,71,0,37.31.190.252,3000,2000
20240103_150000,20240103_150500,10,0,37.31.190.252,3000,2000
20240103_150000,20240103_150500,11,0,37.31.190.252,3000,2000
20240103_150000,20240103_150500,30,0,37.31.190.252,3000,2000
20240103_150000,20240103_150500,31,0,37.31.190.252,3000,2000
20240103_150000,20240103_150500,50,0,37.31.190.252,3000,2000
20240103_150000,20240103_150500,51,0,37.31.190.252,3000,2000
20240103_150000,20240103_150500,70,0,37.31.190.252,3000,2000
20240103_150000,20240103_150500,71,0,37.31.190.252,3000,2000
20240103_160000,20240103_160500,10,0,37.31.190.252,3000,2000
20240103_160000,20240103_160500,11,0,37.31.190.252,3000,2000
20240103_160000,20240103_160500,30,0,37.31.190.252,3000,2000
20240103_160000,20240103_160500,31,0,37.31.190.252,3000,2000
20240103_160000,20240103_160500,50,0,37.31.190.252,3000,2000
20240103_160000,20240103_160500,51,0,37.31.190.252,3000,2000
20240103_160000,20240103_160500,70,0,37.31.190.252,3000,2000
20240103_160000,20240103_160500,71,0,37.31.190.252,3000,2000
20240103_170000,20240103_170500,10,0,37.31.190.252,3000,2000
20240103_170000,20240103_170500,11,0,37.31.190.252,3000,2000
20240103_170000,20240103_170500,30,0,37.31.190.252,3000,2000
20240103_170000,20240103_170500,31,0,37.31.190.252,3000,2000
20240103_170000,20240103_170500,50,0,37.31.190.252,3000,2000
20240103_170000,20240103_170500,51,0,37.31.190.252,3000,2000
20240103_170000,20240103_170500,70,0,37.31.190.252,3000,2000
20240103_170000,20240103_170500,71,0,37.31.190.252,3000,2000
20240103_180000,20240103_180500,10,0,37.31.190.252,3000,2000
20240103_180000,20240103_180500,11,0,37.31.190.252,3000,2000
20240103_180000,20240103_180500,30,0,37.31.190.252,3000,2000
20240103_180000,20240103_180500,31,0,37.31.190.252,3000,2000
20240103_180000,20240103_180500,50,0,37.31.190.252,3000,2000
20240103_180000,20240103_180500,51,0,37.31.190.252,3000,2000
20240103_180000,20240103_180500,70,0,37.31.190.252,3000,2000
20240103_180000,20240103_180500,71,0,37.31.190.252,3000,2000
20240103_190000,20240103_190500,10,0,37.31.190.252,3000,2000
20240103_190000,20240103_190500,11,0,37.31.190.252,3000,2000
20240103_190000,20240103_190500,30,0,37.31.190.252,3000,2000
20240103_190000,20240103_190500,31,0,37.31.190.252,3000,2000
20240103_190000,20240103_190500,50,0,37.31.190.252,3000,2000
20240103_190000,20240103_190500,51,0,37.31.190.252,3000,2000
20240103_190000,20240103_190500,70,0,37.31.190.252,3000,2000
20240103_190000,20240103_190500,71,0,37.31.190.252,3000,2000
20240103_200000,20240103_205000,10,0,37.31.190.252,3000,2000
20240103_200000,20240103_205000,11,0,37.31.190.252,3000,2000
20240103_200000,20240103_205000,30,0,37.31.190.252,3000,2000
20240103_200000,20240103_205000,31,0,37.31.190.252,3000,2000
20240103_200000,20240103_205000,50,0,37.31.190.252,3000,2000
20240103_200000,20240103_205000,51,0,37.31.190.252,3000,2000
20240103_200000,20240103_205000,70,0,37.31.190.252,3000,2000
20240103_200000,20240103_205000,71,0,37.31.190.252,3000,2000
20240103_210000,20240103_210500,10,0,37.31.190.252,3000,2000
20240103_210000,20240103_210500,11,0,37.31.190.252,3000,2000
20240103_210000,20240103_210500,30,0,37.31.190.252,3000,2000
20240103_210000,20240103_210500,31,0,37.31.190.252,3000,2000
20240103_210000,20240103_210500,50,0,37.31.190.252,3000,2000
20240103_210000,20240103_210500,51,0,37.31.190.252,3000,2000
20240103_210000,20240103_210500,70,0,37.31.190.252,3000,2000
20240103_210000,20240103_210500,71,0,37.31.190.252,3000,2000
20240103_220000,20240103_220500,10,0,37.31.190.252,3000,2000
20240103_220000,20240103_220500,11,0,37.31.190.252,3000,2000
20240103_220000,20240103_220500,30,0,37.31.190.252,3000,2000
20240103_220000,20240103_220500,31,0,37.31.190.252,3000,2000
20240103_220000,20240103_220500,50,0,37.31.190.252,3000,2000
20240103_220000,20240103_220500,51,0,37.31.190.252,3000,2000
20240103_220000,20240103_220500,70,0,37.31.190.252,3000,2000
20240103_220000,20240103_220500,71,0,37.31.190.252,3000,2000
20240103_230000,20240103_230500,10,0,37.31.190.252,3000,2000
20240103_230000,20240103_230500,11,0,37.31.190.252,3000,2000
20240103_230000,20240103_230500,30,0,37.31.190.252,3000,2000
20240103_230000,20240103_230500,31,0,37.31.190.252,3000,2000
20240103_230000,20240103_230500,50,0,37.31.190.252,3000,2000
20240103_230000,20240103_230500,51,0,37.31.190.252,3000,2000
20240103_230000,20240103_230500,70,0,37.31.190.252,3000,2000
20240103_230000,20240103_230500,71,0,37.31.190.252,3000,2000
20240103_050000,20231218_110500,10,0,172.23.204.91,3000,2000
20240103_050000,20231218_110500,11,0,172.23.204.91,3000,2000
20240103_050000,20231218_110500,30,0,172.23.204.91,3000,2000
20240103_050000,20231218_110500,31,0,172.23.204.91,3000,2000
20240103_050000,20231218_110500,50,0,172.23.204.91,3000,2000
20240103_050000,20231218_110500,51,0,172.23.204.91,3000,2000
20240103_050000,20231218_110500,70,0,172.23.204.91,3000,2000
20240103_050000,20231218_110500,71,0,172.23.204.91,3000,2000
20240103_060000,20240103_060500,10,0,172.23.204.91,3000,2000
20240103_060000,20240103_060500,11,0,172.23.204.91,3000,2000
20240103_060000,20240103_060500,30,0,172.23.204.91,3000,2000
20240103_060000,20240103_060500,31,0,172.23.204.91,3000,2000
20240103_060000,20240103_060500,50,0,172.23.204.91,3000,2000
20240103_060000,20240103_060500,51,0,172.23.204.91,3000,2000
20240103_060000,20240103_060500,70,0,172.23.204.91,3000,2000
20240103_060000,20240103_060500,71,0,172.23.204.91,3000,2000
20240103_070000,20240103_070500,10,0,172.23.204.91,3000,2000
20240103_070000,20240103_070500,11,0,172.23.204.91,3000,2000
20240103_070000,20240103_070500,30,0,172.23.204.91,3000,2000
20240103_070000,20240103_070500,31,0,172.23.204.91,3000,2000
20240103_070000,20240103_070500,50,0,172.23.204.91,3000,2000
20240103_070000,20240103_070500,51,0,172.23.204.91,3000,2000
20240103_070000,20240103_070500,70,0,172.23.204.91,3000,2000
20240103_070000,20240103_070500,71,0,172.23.204.91,3000,2000
20240103_080000,20240103_080500,10,0,172.23.204.91,3000,2000
20240103_080000,20240103_080500,11,0,172.23.204.91,3000,2000
20240103_080000,20240103_080500,30,0,172.23.204.91,3000,2000
20240103_080000,20240103_080500,31,0,172.23.204.91,3000,2000
20240103_080000,20240103_080500,50,0,172.23.204.91,3000,2000
20240103_080000,20240103_080500,51,0,172.23.204.91,3000,2000
20240103_080000,20240103_080500,70,0,172.23.204.91,3000,2000
20240103_080000,20240103_080500,71,0,172.23.204.91,3000,2000
20240103_090000,20240103_090500,10,0,172.23.204.91,3000,2000
20240103_090000,20240103_090500,11,0,172.23.204.91,3000,2000
20240103_090000,20240103_090500,30,0,172.23.204.91,3000,2000
20240103_090000,20240103_090500,31,0,172.23.204.91,3000,2000
20240103_090000,20240103_090500,50,0,172.23.204.91,3000,2000
20240103_090000,20240103_090500,51,0,172.23.204.91,3000,2000
20240103_090000,20240103_090500,70,0,172.23.204.91,3000,2000
20240103_090000,20240103_090500,71,0,172.23.204.91,3000,2000
20240103_100000,20240103_105000,10,0,172.23.204.91,3000,2000
20240103_100000,20240103_105000,11,0,172.23.204.91,3000,2000
20240103_100000,20240103_105000,30,0,172.23.204.91,3000,2000
20240103_100000,20240103_105000,31,0,172.23.204.91,3000,2000
20240103_100000,20240103_105000,50,0,172.23.204.91,3000,2000
20240103_100000,20240103_105000,51,0,172.23.204.91,3000,2000
20240103_100000,20240103_105000,70,0,172.23.204.91,3000,2000
20240103_100000,20240103_105000,71,0,172.23.204.91,3000,2000
20240103_110000,20240103_110500,10,0,172.23.204.91,3000,2000
20240103_110000,20240103_110500,11,0,172.23.204.91,3000,2000
20240103_110000,20240103_110500,30,0,172.23.204.91,3000,2000
20240103_110000,20240103_110500,31,0,172.23.204.91,3000,2000
20240103_110000,20240103_110500,50,0,172.23.204.91,3000,2000
20240103_110000,20240103_110500,51,0,172.23.204.91,3000,2000
20240103_110000,20240103_110500,70,0,172.23.204.91,3000,2000
20240103_110000,20240103_110500,71,0,172.23.204.91,3000,2000
20240103_120000,20240103_120500,10,0,172.23.204.91,3000,2000
20240103_120000,20240103_120500,11,0,172.23.204.91,3000,2000
20240103_120000,20240103_120500,30,0,172.23.204.91,3000,2000
20240103_120000,20240103_120500,31,0,172.23.204.91,3000,2000
20240103_120000,20240103_120500,50,0,172.23.204.91,3000,2000
20240103_120000,20240103_120500,51,0,172.23.204.91,3000,2000
20240103_120000,20240103_120500,70,0,172.23.204.91,3000,2000
20240103_120000,20240103_120500,71,0,172.23.204.91,3000,2000
20240103_130000,20240103_130500,10,0,172.23.204.91,3000,2000
20240103_130000,20240103_130500,11,0,172.23.204.91,3000,2000
20240103_130000,20240103_130500,30,0,172.23.204.91,3000,2000
20240103_130000,20240103_130500,31,0,172.23.204.91,3000,2000
20240103_130000,20240103_130500,50,0,172.23.204.91,3000,2000
20240103_130000,20240103_130500,51,0,172.23.204.91,3000,2000
20240103_130000,20240103_130500,70,0,172.23.204.91,3000,2000
20240103_130000,20240103_130500,71,0,172.23.204.91,3000,2000
20240103_140000,20240103_140500,10,0,172.23.204.91,3000,2000
20240103_140000,20240103_140500,11,0,172.23.204.91,3000,2000
20240103_140000,20240103_140500,30,0,172.23.204.91,3000,2000
20240103_140000,20240103_140500,31,0,172.23.204.91,3000,2000
20240103_140000,20240103_140500,50,0,172.23.204.91,3000,2000
20240103_140000,20240103_140500,51,0,172.23.204.91,3000,2000
20240103_140000,20240103_140500,70,0,172.23.204.91,3000,2000
20240103_140000,20240103_140500,71,0,172.23.204.91,3000,2000
20240103_150000,20240103_150500,10,0,172.23.204.91,3000,2000
20240103_150000,20240103_150500,11,0,172.23.204.91,3000,2000
20240103_150000,20240103_150500,30,0,172.23.204.91,3000,2000
20240103_150000,20240103_150500,31,0,172.23.204.91,3000,2000
20240103_150000,20240103_150500,50,0,172.23.204.91,3000,2000
20240103_150000,20240103_150500,51,0,172.23.204.91,3000,2000
20240103_150000,20240103_150500,70,0,172.23.204.91,3000,2000
20240103_150000,20240103_150500,71,0,172.23.204.91,3000,2000
20240103_160000,20240103_160500,10,0,172.23.204.91,3000,2000
20240103_160000,20240103_160500,11,0,172.23.204.91,3000,2000
20240103_160000,20240103_160500,30,0,172.23.204.91,3000,2000
20240103_160000,20240103_160500,31,0,172.23.204.91,3000,2000
20240103_160000,20240103_160500,50,0,172.23.204.91,3000,2000
20240103_160000,20240103_160500,51,0,172.23.204.91,3000,2000
20240103_160000,20240103_160500,70,0,172.23.204.91,3000,2000
20240103_160000,20240103_160500,71,0,172.23.204.91,3000,2000
20240103_170000,20240103_170500,10,0,172.23.204.91,3000,2000
20240103_170000,20240103_170500,11,0,172.23.204.91,3000,2000
20240103_170000,20240103_170500,30,0,172.23.204.91,3000,2000
20240103_170000,20240103_170500,31,0,172.23.204.91,3000,2000
20240103_170000,20240103_170500,50,0,172.23.204.91,3000,2000
20240103_170000,20240103_170500,51,0,172.23.204.91,3000,2000
20240103_170000,20240103_170500,70,0,172.23.204.91,3000,2000
20240103_170000,20240103_170500,71,0,172.23.204.91,3000,2000
20240103_180000,20240103_180500,10,0,172.23.204.91,3000,2000
20240103_180000,20240103_180500,11,0,172.23.204.91,3000,2000
20240103_180000,20240103_180500,30,0,172.23.204.91,3000,2000
20240103_180000,20240103_180500,31,0,172.23.204.91,3000,2000
20240103_180000,20240103_180500,50,0,172.23.204.91,3000,2000
20240103_180000,20240103_180500,51,0,172.23.204.91,3000,2000
20240103_180000,20240103_180500,70,0,172.23.204.91,3000,2000
20240103_180000,20240103_180500,71,0,172.23.204.91,3000,2000
20240103_190000,20240103_190500,10,0,172.23.204.91,3000,2000
20240103_190000,20240103_190500,11,0,172.23.204.91,3000,2000
20240103_190000,20240103_190500,30,0,172.23.204.91,3000,2000
20240103_190000,20240103_190500,31,0,172.23.204.91,3000,2000
20240103_190000,20240103_190500,50,0,172.23.204.91,3000,2000
20240103_190000,20240103_190500,51,0,172.23.204.91,3000,2000
20240103_190000,20240103_190500,70,0,172.23.204.91,3000,2000
20240103_190000,20240103_190500,71,0,172.23.204.91,3000,2000
20240103_200000,20240103_205000,10,0,172.23.204.91,3000,2000
20240103_200000,20240103_205000,11,0,172.23.204.91,3000,2000
20240103_200000,20240103_205000,30,0,172.23.204.91,3000,2000
20240103_200000,20240103_205000,31,0,172.23.204.91,3000,2000
20240103_200000,20240103_205000,50,0,172.23.204.91,3000,2000
20240103_200000,20240103_205000,51,0,172.23.204.91,3000,2000
20240103_200000,20240103_205000,70,0,172.23.204.91,3000,2000
20240103_200000,20240103_205000,71,0,172.23.204.91,3000,2000
20240103_210000,20240103_210500,10,0,172.23.204.91,3000,2000
20240103_210000,20240103_210500,11,0,172.23.204.91,3000,2000
20240103_210000,20240103_210500,30,0,172.23.204.91,3000,2000
20240103_210000,20240103_210500,31,0,172.23.204.91,3000,2000
20240103_210000,20240103_210500,50,0,172.23.204.91,3000,2000
20240103_210000,20240103_210500,51,0,172.23.204.91,3000,2000
20240103_210000,20240103_210500,70,0,172.23.204.91,3000,2000
20240103_210000,20240103_210500,71,0,172.23.204.91,3000,2000
20240103_220000,20240103_220500,10,0,172.23.204.91,3000,2000
20240103_220000,20240103_220500,11,0,172.23.204.91,3000,2000
20240103_220000,20240103_220500,30,0,172.23.204.91,3000,2000
20240103_220000,20240103_220500,31,0,172.23.204.91,3000,2000
20240103_220000,20240103_220500,50,0,172.23.204.91,3000,2000
20240103_220000,20240103_220500,51,0,172.23.204.91,3000,2000
20240103_220000,20240103_220500,70,0,172.23.204.91,3000,2000
20240103_220000,20240103_220500,71,0,172.23.204.91,3000,2000
20240103_050000,20231218_110500,10,0,172.23.204.95,3000,2000
20240103_050000,20231218_110500,11,0,172.23.204.95,3000,2000
20240103_050000,20231218_110500,30,0,172.23.204.95,3000,2000
20240103_050000,20231218_110500,31,0,172.23.204.95,3000,2000
20240103_050000,20231218_110500,50,0,172.23.204.95,3000,2000
20240103_050000,20231218_110500,51,0,172.23.204.95,3000,2000
20240103_050000,20231218_110500,70,0,172.23.204.95,3000,2000
20240103_050000,20231218_110500,71,0,172.23.204.95,3000,2000
20240103_060000,20240103_060500,10,0,172.23.204.95,3000,2000
20240103_060000,20240103_060500,11,0,172.23.204.95,3000,2000
20240103_060000,20240103_060500,30,0,172.23.204.95,3000,2000
20240103_060000,20240103_060500,31,0,172.23.204.95,3000,2000
20240103_060000,20240103_060500,50,0,172.23.204.95,3000,2000
20240103_060000,20240103_060500,51,0,172.23.204.95,3000,2000
20240103_060000,20240103_060500,70,0,172.23.204.95,3000,2000
20240103_060000,20240103_060500,71,0,172.23.204.95,3000,2000
20240103_070000,20240103_070500,10,0,172.23.204.95,3000,2000
20240103_070000,20240103_070500,11,0,172.23.204.95,3000,2000
20240103_070000,20240103_070500,30,0,172.23.204.95,3000,2000
20240103_070000,20240103_070500,31,0,172.23.204.95,3000,2000
20240103_070000,20240103_070500,50,0,172.23.204.95,3000,2000
20240103_070000,20240103_070500,51,0,172.23.204.95,3000,2000
20240103_070000,20240103_070500,70,0,172.23.204.95,3000,2000
20240103_070000,20240103_070500,71,0,172.23.204.95,3000,2000
20240103_080000,20240103_080500,10,0,172.23.204.95,3000,2000
20240103_080000,20240103_080500,11,0,172.23.204.95,3000,2000
20240103_080000,20240103_080500,30,0,172.23.204.95,3000,2000
